epoch,lr,train_loss,val_loss,val_size_acc,val_size_top2,val_size_coarse_acc,val_size_mae_cm,val_depth_acc,val_depth_top2,val_deep_acc,val_deep_auc,val_gate_coverage,val_composite_score
16,0.0007,0.6226893771519809,5.408459493558701,0.5513698630136986,0.7705479452054794,0.839041095890411,0.17314651608467102,0.4178082191780822,0.7191780821917808,0.5171232876712328,0.567380385937087,0.952054794520548,2.299218294575439
17,0.0007,0.5896082532576559,5.530765997220392,0.5205479452054794,0.7157534246575342,0.7636986301369864,0.19630993902683258,0.3904109589041096,0.6472602739726028,0.547945205479452,0.5498281786941581,0.952054794520548,2.1199638879726215
18,0.0007,0.5091881983177758,4.879340393902504,0.5958904109589042,0.7842465753424658,0.8253424657534246,0.15488708019256592,0.3493150684931507,0.6917808219178082,0.5821917808219178,0.5850911974623314,0.952054794520548,2.3439384776772836
19,0.0007,0.4510406235806413,6.191129423167608,0.541095890410959,0.7157534246575342,0.7773972602739726,0.1822822391986847,0.386986301369863,0.6917808219178082,0.523972602739726,0.5269362939466032,0.952054794520548,2.1694699259633192
20,0.0007,0.4119668559200155,5.904963983248358,0.6061643835616438,0.7328767123287672,0.7945205479452054,0.15515992045402527,0.3664383561643836,0.6643835616438356,0.6301369863013698,0.6224689399947132,0.952054794520548,2.3092290246628555
21,0.0007,0.3958035198202566,4.824760280243338,0.5513698630136986,0.7876712328767124,0.8013698630136986,0.17546437680721283,0.4143835616438356,0.7945205479452054,0.6506849315068494,0.648902987047317,0.952054794520548,2.3622652042201686
22,0.0007,0.352989440672722,6.076793781698567,0.613013698630137,0.8047945205479452,0.8253424657534246,0.16333764791488647,0.3801369863013699,0.6438356164383562,0.5136986301369864,0.5895849854612741,0.952054794520548,2.3934384568005327
23,0.0007,0.35041572569662743,6.610191005550019,0.5684931506849316,0.7602739726027398,0.797945205479452,0.1675310730934143,0.3767123287671233,0.6541095890410958,0.5821917808219178,0.5267248215701824,0.952054794520548,2.255361826369869
24,0.0007,0.34327349728217843,6.409869050326413,0.5342465753424658,0.7294520547945206,0.7431506849315068,0.1748734563589096,0.4280821917808219,0.821917808219178,0.5821917808219178,0.6004758128469468,0.952054794520548,2.27426128401502
25,0.0007,0.3148245552559172,5.829840882183754,0.5684931506849316,0.7842465753424658,0.8047945205479452,0.16675251722335815,0.3732876712328767,0.791095890410959,0.6164383561643836,0.6357388316151202,0.952054794520548,2.357553242070299
26,0.0007,0.2903295313330425,4.861736637272247,0.5616438356164384,0.791095890410959,0.8287671232876712,0.1709955483675003,0.4041095890410959,0.8732876712328768,0.6643835616438356,0.7174729051017711,0.952054794520548,2.422880006759524
27,0.0007,0.2733061539813841,7.598686623246702,0.523972602739726,0.6986301369863014,0.7397260273972602,0.19096484780311584,0.2910958904109589,0.7363013698630136,0.5171232876712328,0.5820777160983347,0.952054794520548,2.0785352220149678
28,0.0007,0.2536548888910926,6.467720939688487,0.6095890410958904,0.815068493150685,0.797945205479452,0.15450231730937958,0.3458904109589041,0.773972602739726,0.5753424657534246,0.5709225482421358,0.952054794520548,2.4246082352678244
29,0.0007,0.24236081451675487,6.934105474654943,0.571917808219178,0.7842465753424658,0.8047945205479452,0.16047470271587372,0.3219178082191781,0.726027397260274,0.541095890410959,0.5894263811789584,0.952054794520548,2.297401490656287
30,0.0007,0.2769872274489847,6.9220791712199174,0.5753424657534246,0.7328767123287672,0.7636986301369864,0.15514230728149414,0.3253424657534247,0.7808219178082192,0.6198630136986302,0.5569653713983611,0.952054794520548,2.2586206477093262
31,0.0007,0.23545111932731755,6.458442165427012,0.5342465753424658,0.6883561643835616,0.7294520547945206,0.19074589014053345,0.3424657534246575,0.75,0.6678082191780822,0.6495374041765795,0.952054794520548,2.139410926602951
32,0.0007,0.21020296969960015,6.519595054730977,0.5445205479452054,0.7191780821917808,0.7705479452054794,0.20459097623825073,0.4041095890410959,0.7808219178082192,0.6472602739726028,0.6574147501982553,0.952054794520548,2.2366398106685517
33,0.0007,0.2084238113110845,7.250033979546534,0.5993150684931506,0.726027397260274,0.7808219178082192,0.1542404294013977,0.339041095890411,0.660958904109589,0.6301369863013698,0.5813904308749669,0.952054794520548,2.260825127211322
34,0.0007,0.2024424454121715,6.244688844027585,0.5342465753424658,0.6746575342465754,0.7568493150684932,0.18579167127609253,0.4965753424657534,0.8493150684931506,0.6986301369863014,0.6557229711868888,0.952054794520548,2.271119323584067
35,0.00035,0.1821705203921243,6.4723463189112,0.5924657534246576,0.8047945205479452,0.797945205479452,0.174581840634346,0.3698630136986301,0.7397260273972602,0.5993150684931506,0.6164948453608247,0.952054794520548,2.386718512805332
36,0.00035,0.17458690126784376,5.771734126626629,0.5753424657534246,0.821917808219178,0.8321917808219178,0.17576853930950165,0.4486301369863014,0.8424657534246576,0.660958904109589,0.7091726143272535,0.952054794520548,2.4948975002164038
37,0.00035,0.11924372851706348,6.206087837480519,0.5958904109589042,0.7773972602739726,0.8013698630136986,0.16122505068778992,0.4315068493150685,0.8356164383561644,0.660958904109589,0.6654507005022469,0.952054794520548,2.458615511287659
38,0.00035,0.1293307937201566,7.399974378820968,0.5924657534246576,0.7671232876712328,0.7773972602739726,0.17076686024665833,0.3321917808219178,0.7636986301369864,0.6815068493150684,0.6460481099656358,0.952054794520548,2.3339738817598352
39,0.00035,0.12935726803356254,6.609248598960981,0.613013698630137,0.7808219178082192,0.8287671232876712,0.15558236837387085,0.4041095890410959,0.773972602739726,0.6164383561643836,0.5816547713454929,0.952054794520548,2.431221770740016
40,0.00035,0.14541433392390432,6.079182690137054,0.6164383561643836,0.8013698630136986,0.839041095890411,0.15633739531040192,0.5102739726027398,0.8356164383561644,0.7226027397260274,0.6693629394660323,0.952054794520548,2.5782297227277753
41,0.00035,0.12029867338323366,6.883177855243422,0.5856164383561644,0.7534246575342466,0.815068493150685,0.15844044089317322,0.4178082191780822,0.7945205479452054,0.6164383561643836,0.6050224689399947,0.952054794520548,2.377585456301282
42,0.00035,0.12766514526488956,6.8664216080757035,0.565068493150685,0.75,0.7876712328767124,0.17450003325939178,0.410958904109589,0.7945205479452054,0.6164383561643836,0.6494845360824743,0.952054794520548,2.336127271796667
43,0.00035,0.09670322368850572,7.033234139011331,0.5924657534246576,0.7876712328767124,0.8253424657534246,0.1658816635608673,0.4178082191780822,0.8184931506849316,0.5993150684931506,0.6526566217287867,0.952054794520548,2.4433012903369273
44,0.00035,0.11383416236940602,7.159757000126251,0.5856164383561644,0.791095890410959,0.8082191780821918,0.16956228017807007,0.4280821917808219,0.8253424657534246,0.6061643835616438,0.6365847211208037,0.952054794520548,2.439763479425416
45,0.00035,0.09684122782333938,6.669576331360699,0.5616438356164384,0.7808219178082192,0.7945205479452054,0.17286168038845062,0.4726027397260274,0.8184931506849316,0.660958904109589,0.6854348400740153,0.952054794520548,2.429815941050209
46,0.00035,0.09530022073990548,6.574952857135093,0.571917808219178,0.7465753424657534,0.8082191780821918,0.16890473663806915,0.4417808219178082,0.8253424657534246,0.6438356164383562,0.6556701030927835,0.952054794520548,2.380677298106576
47,0.000175,0.08496996130002996,7.066074887367144,0.5582191780821918,0.7431506849315068,0.7808219178082192,0.1732073277235031,0.4520547945205479,0.815068493150685,0.678082191780822,0.6300290774517578,0.952054794520548,2.349763324992356
48,0.000175,0.0768246579746358,7.2281890699308216,0.6027397260273972,0.7363013698630136,0.797945205479452,0.16099712252616882,0.4041095890410959,0.7636986301369864,0.6164383561643836,0.5950303991541106,0.952054794520548,2.357802367521017
49,0.000175,0.06902584739402826,6.994175675797136,0.5684931506849316,0.7876712328767124,0.797945205479452,0.1604226976633072,0.4623287671232877,0.7945205479452054,0.6541095890410958,0.6247422680412371,0.952054794520548,2.4275049431262388
50,0.000175,0.07581966100060569,7.218464047941443,0.571917808219178,0.773972602739726,0.8082191780821918,0.16668392717838287,0.4452054794520548,0.815068493150685,0.6027397260273972,0.6346814697330161,0.952054794520548,2.408884869526164
51,0.000175,0.07649200174930841,7.229804731395147,0.6027397260273972,0.7808219178082192,0.821917808219178,0.14806383848190308,0.4520547945205479,0.7808219178082192,0.6404109589041096,0.6208828971715569,0.952054794520548,2.4675915713155856
52,0.000175,0.0876003709446132,7.66128302273685,0.5513698630136986,0.7294520547945206,0.7876712328767124,0.17429129779338837,0.3767123287671233,0.797945205479452,0.6472602739726028,0.6382765001321702,0.952054794520548,2.265512799127099
53,8.75e-05,0.06511612559239734,7.977023706044236,0.6164383561643836,0.7602739726027398,0.821917808219178,0.15259256958961487,0.3732876712328767,0.8082191780821918,0.5856164383561644,0.5968807824477927,0.952054794520548,2.4083105235019
54,8.75e-05,0.05926855085395401,7.752346182522708,0.589041095890411,0.7773972602739726,0.8082191780821918,0.15871839225292206,0.3972602739726027,0.8013698630136986,0.5787671232876712,0.6105207507269362,0.952054794520548,2.400655473879396
55,8.75e-05,0.06084940552284723,7.748432407640431,0.589041095890411,0.7808219178082192,0.8116438356164384,0.16191884875297546,0.386986301369863,0.8082191780821918,0.5924657534246576,0.6143801215966165,0.952054794520548,2.398375019889924
56,8.75e-05,0.05515041282324916,7.507136508210064,0.6095890410958904,0.7705479452054794,0.821917808219178,0.1532408595085144,0.4452054794520548,0.8116438356164384,0.6027397260273972,0.6394924662965901,0.952054794520548,2.4720407029399385
